compound_id,target_id,standard_inchi_key,pkd
CHEMBL10,Q08345,CDMGBJANTYXAIV-UHFFFAOYSA-N,6
CHEMBL10,Q13163,CDMGBJANTYXAIV-UHFFFAOYSA-N,5.85387196432176
CHEMBL10,Q13882,CDMGBJANTYXAIV-UHFFFAOYSA-N,5.2518119729938
CHEMBL10,Q15303,CDMGBJANTYXAIV-UHFFFAOYSA-N,5.31875876262441
CHEMBL10,Q15418,CDMGBJANTYXAIV-UHFFFAOYSA-N,6.49485002168009
CHEMBL10,Q15759,CDMGBJANTYXAIV-UHFFFAOYSA-N,7
CHEMBL10,Q16539,CDMGBJANTYXAIV-UHFFFAOYSA-N,7.95781840548423
CHEMBL10,Q16832,CDMGBJANTYXAIV-UHFFFAOYSA-N,5.30102999566398
CHEMBL10,Q59H18,CDMGBJANTYXAIV-UHFFFAOYSA-N,5.45593195564972
CHEMBL10,Q5VT25,CDMGBJANTYXAIV-UHFFFAOYSA-N,5.20760831050175
CHEMBL10,Q6DT37,CDMGBJANTYXAIV-UHFFFAOYSA-N,6.39794000867204
CHEMBL10,Q8N752,CDMGBJANTYXAIV-UHFFFAOYSA-N,5.76955107862173
CHEMBL10,Q8WU08,CDMGBJANTYXAIV-UHFFFAOYSA-N,5.88605664769316
CHEMBL10,Q96D53,CDMGBJANTYXAIV-UHFFFAOYSA-N,5.50863830616573
CHEMBL10,Q9H2G2,CDMGBJANTYXAIV-UHFFFAOYSA-N,5.39794000867204
CHEMBL10,Q9NRP7,CDMGBJANTYXAIV-UHFFFAOYSA-N,5.93804515592689
CHEMBL10,Q9NY57,CDMGBJANTYXAIV-UHFFFAOYSA-N,5.67778070526608
CHEMBL10,Q9NYL2,CDMGBJANTYXAIV-UHFFFAOYSA-N,5.35654732351381
CHEMBL10,Q9UBE8,CDMGBJANTYXAIV-UHFFFAOYSA-N,7.60205999132796
CHEMBL10,Q9UF33,CDMGBJANTYXAIV-UHFFFAOYSA-N,5.92081875395238
CHEMBL10,Q9UK32,CDMGBJANTYXAIV-UHFFFAOYSA-N,6.60205999132796
CHEMBL10,Q9UKE5,CDMGBJANTYXAIV-UHFFFAOYSA-N,5.98019160664645
CHEMBL10,Q9Y2K2,CDMGBJANTYXAIV-UHFFFAOYSA-N,5.4089353929735
CHEMBL10,Q9Y5S2,CDMGBJANTYXAIV-UHFFFAOYSA-N,5.56863623584101
CHEMBL1000,Q02763,ZKLPARSLTMPFCP-UHFFFAOYSA-N,4.04575749056068
CHEMBL100006,P08909,XZYCPUFGPVSHSQ-UHFFFAOYSA-N,5.33000013118591
CHEMBL100006,P14842,XZYCPUFGPVSHSQ-UHFFFAOYSA-N,5.33000013118591
CHEMBL100006,P19327,XZYCPUFGPVSHSQ-UHFFFAOYSA-N,5.33000013118591
CHEMBL100006,P28564,XZYCPUFGPVSHSQ-UHFFFAOYSA-N,5.33000013118591
CHEMBL100006,P28565,XZYCPUFGPVSHSQ-UHFFFAOYSA-N,5.33000013118591
CHEMBL100006,P30940,XZYCPUFGPVSHSQ-UHFFFAOYSA-N,5.33000013118591
CHEMBL100006,P30994,XZYCPUFGPVSHSQ-UHFFFAOYSA-N,5.33000013118591
CHEMBL100006,P31388,XZYCPUFGPVSHSQ-UHFFFAOYSA-N,5.33000013118591
CHEMBL100006,P32305,XZYCPUFGPVSHSQ-UHFFFAOYSA-N,5.33000013118591
CHEMBL100006,P35364,XZYCPUFGPVSHSQ-UHFFFAOYSA-N,5.33000013118591
CHEMBL100006,P35365,XZYCPUFGPVSHSQ-UHFFFAOYSA-N,5.33000013118591
CHEMBL100006,P35563,XZYCPUFGPVSHSQ-UHFFFAOYSA-N,5.33000013118591
CHEMBL100006,Q62758,XZYCPUFGPVSHSQ-UHFFFAOYSA-N,5.33000013118591
CHEMBL100006,Q9JJ16,XZYCPUFGPVSHSQ-UHFFFAOYSA-N,5.33000013118591
CHEMBL100297,P21452,PLLWRXKRZRSORW-UHFFFAOYSA-N,8
CHEMBL100298,P21452,GPYAAZVGXFVYBF-UHFFFAOYSA-N,8.40011692792631
CHEMBL100401,P25100,LXAUKCJMLZTEBM-UHFFFAOYSA-N,7
CHEMBL100401,P35348,LXAUKCJMLZTEBM-UHFFFAOYSA-N,7
CHEMBL100401,P35368,LXAUKCJMLZTEBM-UHFFFAOYSA-N,7
CHEMBL100406,P08172,WQWPUTDMTVRSDR-UHFFFAOYSA-N,6.20760831050175
CHEMBL100406,P08173,WQWPUTDMTVRSDR-UHFFFAOYSA-N,6.20760831050175
CHEMBL100406,P08912,WQWPUTDMTVRSDR-UHFFFAOYSA-N,6.20760831050175
CHEMBL100406,P11229,WQWPUTDMTVRSDR-UHFFFAOYSA-N,6.20760831050175
CHEMBL100406,P20309,WQWPUTDMTVRSDR-UHFFFAOYSA-N,6.20760831050175
CHEMBL100486,P31389,UHOAIESFARWLTF-UHFFFAOYSA-N,5.59999938302362
CHEMBL10049,P15823,DMSHXMOBQWTWTQ-UHFFFAOYSA-N,6.37999935769993
CHEMBL10049,P19328,DMSHXMOBQWTWTQ-UHFFFAOYSA-N,8.64016451766011
CHEMBL10049,P22086,DMSHXMOBQWTWTQ-UHFFFAOYSA-N,8.64016451766011
CHEMBL10049,P22909,DMSHXMOBQWTWTQ-UHFFFAOYSA-N,8.64016451766011
CHEMBL10049,P23944,DMSHXMOBQWTWTQ-UHFFFAOYSA-N,6.37999935769993
CHEMBL10049,P43140,DMSHXMOBQWTWTQ-UHFFFAOYSA-N,6.37999935769993
CHEMBL100531,P08909,OTXANOLOOUNVSR-UHFFFAOYSA-N,5.28000038087116
CHEMBL100531,P14842,OTXANOLOOUNVSR-UHFFFAOYSA-N,5.28000038087116
CHEMBL100531,P19327,OTXANOLOOUNVSR-UHFFFAOYSA-N,5.28000038087116
CHEMBL100531,P28564,OTXANOLOOUNVSR-UHFFFAOYSA-N,5.28000038087116
CHEMBL100531,P28565,OTXANOLOOUNVSR-UHFFFAOYSA-N,5.28000038087116
CHEMBL100531,P30940,OTXANOLOOUNVSR-UHFFFAOYSA-N,5.28000038087116
CHEMBL100531,P30994,OTXANOLOOUNVSR-UHFFFAOYSA-N,5.28000038087116
CHEMBL100531,P31388,OTXANOLOOUNVSR-UHFFFAOYSA-N,5.28000038087116
CHEMBL100531,P32305,OTXANOLOOUNVSR-UHFFFAOYSA-N,5.28000038087116
CHEMBL100531,P35364,OTXANOLOOUNVSR-UHFFFAOYSA-N,5.28000038087116
CHEMBL100531,P35365,OTXANOLOOUNVSR-UHFFFAOYSA-N,5.28000038087116
CHEMBL100531,P35563,OTXANOLOOUNVSR-UHFFFAOYSA-N,5.28000038087116
CHEMBL100531,Q62758,OTXANOLOOUNVSR-UHFFFAOYSA-N,5.28000038087116
CHEMBL100531,Q9JJ16,OTXANOLOOUNVSR-UHFFFAOYSA-N,5.28000038087116
CHEMBL100534,P15823,UVEKKXRFQCNLQE-MIHMCVIASA-N,9.30016227413275
CHEMBL100534,P19328,UVEKKXRFQCNLQE-MIHMCVIASA-N,6.39999691337226
CHEMBL100534,P22086,UVEKKXRFQCNLQE-MIHMCVIASA-N,6.39999691337226
CHEMBL100534,P22909,UVEKKXRFQCNLQE-MIHMCVIASA-N,6.39999691337226
CHEMBL100534,P23944,UVEKKXRFQCNLQE-MIHMCVIASA-N,9.30016227413275
CHEMBL100534,P43140,UVEKKXRFQCNLQE-MIHMCVIASA-N,9.30016227413275
CHEMBL100539,Q99572,XTUIDRJNCMLRAD-UHFFFAOYSA-N,7.10001543745061
CHEMBL100606,P25100,GTPPOFBCTHCHPX-UHFFFAOYSA-N,7.10001543745061
CHEMBL100606,P35348,GTPPOFBCTHCHPX-UHFFFAOYSA-N,7.10001543745061
CHEMBL100606,P35368,GTPPOFBCTHCHPX-UHFFFAOYSA-N,7.10001543745061
CHEMBL100623,P19793,RJKMEUBHGGZRDO-UHFFFAOYSA-N,7.50863830616573
CHEMBL100623,P28704,RJKMEUBHGGZRDO-UHFFFAOYSA-N,7.35654732351381
CHEMBL100623,P28705,RJKMEUBHGGZRDO-UHFFFAOYSA-N,7.22914798835786
CHEMBL100847,O15264,DPSYCGMSLWKDDR-UHFFFAOYSA-N,8.52287874528034
CHEMBL100847,P53778,DPSYCGMSLWKDDR-UHFFFAOYSA-N,8.52287874528034
CHEMBL100847,Q15759,DPSYCGMSLWKDDR-UHFFFAOYSA-N,8.52287874528034
CHEMBL100847,Q16539,DPSYCGMSLWKDDR-UHFFFAOYSA-N,8.52287874528034
CHEMBL100986,P19793,UCJKVJLBKOFYNQ-UHFFFAOYSA-N,6.08724669632868
CHEMBL101035,O15264,FRZNJFWQVYAVCE-UHFFFAOYSA-N,6.70114692359029
CHEMBL101035,P53778,FRZNJFWQVYAVCE-UHFFFAOYSA-N,6.70114692359029
CHEMBL101035,Q15759,FRZNJFWQVYAVCE-UHFFFAOYSA-N,6.70114692359029
CHEMBL101035,Q16539,FRZNJFWQVYAVCE-UHFFFAOYSA-N,6.6332658320965
CHEMBL101212,P19793,QJQLTVVRXSWODR-UHFFFAOYSA-N,7.01772876696043
CHEMBL101212,P28704,QJQLTVVRXSWODR-UHFFFAOYSA-N,6.71896663275227
CHEMBL101212,P28705,QJQLTVVRXSWODR-UHFFFAOYSA-N,6.94692155651658
CHEMBL101253,O14578,YCOYDOIWSSHVCK-UHFFFAOYSA-N,5.05551732784983
CHEMBL101253,P07333,YCOYDOIWSSHVCK-UHFFFAOYSA-N,7.5016894462104
CHEMBL101253,P07949,YCOYDOIWSSHVCK-UHFFFAOYSA-N,5.11918640771921
CHEMBL101253,P09619,YCOYDOIWSSHVCK-UHFFFAOYSA-N,7.44369749923271
CHEMBL101253,P10721,YCOYDOIWSSHVCK-UHFFFAOYSA-N,6.84727010955265
CHEMBL101253,P16234,YCOYDOIWSSHVCK-UHFFFAOYSA-N,7.01772876696043
CHEMBL101253,P17948,YCOYDOIWSSHVCK-UHFFFAOYSA-N,8.01772876696043
CHEMBL101253,P35916,YCOYDOIWSSHVCK-UHFFFAOYSA-N,6.54770232900537
CHEMBL101253,P35968,YCOYDOIWSSHVCK-UHFFFAOYSA-N,7.18931952478944
CHEMBL101253,P42685,YCOYDOIWSSHVCK-UHFFFAOYSA-N,5.74472749489669
CHEMBL101253,P49336,YCOYDOIWSSHVCK-UHFFFAOYSA-N,5.34678748622466
CHEMBL101253,Q08345,YCOYDOIWSSHVCK-UHFFFAOYSA-N,6.56863623584101
CHEMBL101253,Q13882,YCOYDOIWSSHVCK-UHFFFAOYSA-N,5.60205999132796
CHEMBL101253,Q56UN5,YCOYDOIWSSHVCK-UHFFFAOYSA-N,5.72124639904717
CHEMBL101253,Q9BWU1,YCOYDOIWSSHVCK-UHFFFAOYSA-N,5.82390874094432
CHEMBL101253,Q9NYL2,YCOYDOIWSSHVCK-UHFFFAOYSA-N,5.35654732351381
CHEMBL101302,P19793,LUWIOOCFGZAPTC-UHFFFAOYSA-N,6.86327943284359
CHEMBL101302,P28704,LUWIOOCFGZAPTC-UHFFFAOYSA-N,6.62708799702989
CHEMBL101302,P28705,LUWIOOCFGZAPTC-UHFFFAOYSA-N,6.47886191629596
CHEMBL101488,P25100,FLNMMUJYTWBGSI-UHFFFAOYSA-N,7.10001543745061
CHEMBL101488,P35348,FLNMMUJYTWBGSI-UHFFFAOYSA-N,7.10001543745061
CHEMBL101488,P35368,FLNMMUJYTWBGSI-UHFFFAOYSA-N,7.10001543745061
CHEMBL101514,P15823,PUAAUDBUJSSOLX-JINQPTGOSA-N,8.88941028970075
CHEMBL101514,P19328,PUAAUDBUJSSOLX-JINQPTGOSA-N,6.49999693194831
CHEMBL101514,P22086,PUAAUDBUJSSOLX-JINQPTGOSA-N,6.49999693194831
CHEMBL101514,P22909,PUAAUDBUJSSOLX-JINQPTGOSA-N,6.49999693194831
CHEMBL101514,P23944,PUAAUDBUJSSOLX-JINQPTGOSA-N,8.88941028970075
CHEMBL101514,P43140,PUAAUDBUJSSOLX-JINQPTGOSA-N,8.88941028970075
CHEMBL101576,P25100,PDHKIALHJPYYOB-UHFFFAOYSA-N,7.10001543745061
CHEMBL101576,P35348,PDHKIALHJPYYOB-UHFFFAOYSA-N,7.10001543745061
CHEMBL101576,P35368,PDHKIALHJPYYOB-UHFFFAOYSA-N,7.10001543745061
CHEMBL1016,P25095,HTQMVQVXFRQIKW-UHFFFAOYSA-N,8.18177410638604
CHEMBL101609,P19793,ARSPFAPDBRQSDD-UHFFFAOYSA-N,7.56863623584101
CHEMBL101609,P28704,ARSPFAPDBRQSDD-UHFFFAOYSA-N,7.35654732351381
CHEMBL101609,P28705,ARSPFAPDBRQSDD-UHFFFAOYSA-N,7.35654732351381
CHEMBL101645,P08172,MRTRSVIAPJHYNC-UHFFFAOYSA-N,6.69897000433602
CHEMBL101645,P08173,MRTRSVIAPJHYNC-UHFFFAOYSA-N,6.69897000433602
CHEMBL101645,P08912,MRTRSVIAPJHYNC-UHFFFAOYSA-N,6.69897000433602
CHEMBL101645,P11229,MRTRSVIAPJHYNC-UHFFFAOYSA-N,6.69897000433602
CHEMBL101645,P20309,MRTRSVIAPJHYNC-UHFFFAOYSA-N,6.69897000433602
CHEMBL101646,P08172,ABWIEWBRXMOWNZ-UHFFFAOYSA-N,4.95039438740503
CHEMBL101646,P08173,ABWIEWBRXMOWNZ-UHFFFAOYSA-N,4.95039438740503
CHEMBL101646,P08912,ABWIEWBRXMOWNZ-UHFFFAOYSA-N,4.95039438740503
CHEMBL101646,P11229,ABWIEWBRXMOWNZ-UHFFFAOYSA-N,4.95039438740503
CHEMBL101646,P20309,ABWIEWBRXMOWNZ-UHFFFAOYSA-N,4.95039438740503
CHEMBL101661,P19793,JRRBUWNHWCKPBW-UHFFFAOYSA-N,7.55284196865778
CHEMBL101661,P28704,JRRBUWNHWCKPBW-UHFFFAOYSA-N,7.46852108295775
CHEMBL101661,P28705,JRRBUWNHWCKPBW-UHFFFAOYSA-N,7.45593195564972
CHEMBL101666,P19793,SWBYVNBRVWWFJT-UHFFFAOYSA-N,6.94692155651658
CHEMBL101666,P28704,SWBYVNBRVWWFJT-UHFFFAOYSA-N,6.80966830182971
CHEMBL101666,P28705,SWBYVNBRVWWFJT-UHFFFAOYSA-N,6.51004152057517
CHEMBL101712,P19793,OEYIMBQHYPIFJN-UHFFFAOYSA-N,6.97881070093006
CHEMBL101712,P28704,OEYIMBQHYPIFJN-UHFFFAOYSA-N,6.82390874094432
CHEMBL101712,P28705,OEYIMBQHYPIFJN-UHFFFAOYSA-N,6.82390874094432
CHEMBL101778,P25100,OONATLPUZFLUCK-UHFFFAOYSA-N,7
CHEMBL101778,P35348,OONATLPUZFLUCK-UHFFFAOYSA-N,7
CHEMBL101778,P35368,OONATLPUZFLUCK-UHFFFAOYSA-N,7
CHEMBL10188,P29371,BIAVGWDGIJKWRM-FQEVSTJZSA-N,8.24033215531037
CHEMBL10188,P30098,BIAVGWDGIJKWRM-FQEVSTJZSA-N,7.85714144888661
CHEMBL101892,P11142,OBZJZDHRXBKKTJ-JTFADIMSSA-N,5.48572193894937
CHEMBL102039,P19793,ILTGZDGUCGJVPV-UHFFFAOYSA-N,6.88605664769316
CHEMBL102039,P28704,ILTGZDGUCGJVPV-UHFFFAOYSA-N,6.95860731484178
CHEMBL102039,P28705,ILTGZDGUCGJVPV-UHFFFAOYSA-N,6.86966623150499
CHEMBL102094,P25100,SQUAWXSZLYOGES-UHFFFAOYSA-N,6.59999765407204
CHEMBL102094,P35348,SQUAWXSZLYOGES-UHFFFAOYSA-N,6.59999765407204
CHEMBL102094,P35368,SQUAWXSZLYOGES-UHFFFAOYSA-N,6.59999765407204
CHEMBL1023,P19793,NAVMQTYZDKMPEU-UHFFFAOYSA-N,6.56338306998696
CHEMBL1023,P28704,NAVMQTYZDKMPEU-UHFFFAOYSA-N,7.67778070526608
CHEMBL1023,P28705,NAVMQTYZDKMPEU-UHFFFAOYSA-N,7.53760200210104
CHEMBL102497,P41144,DZIVFTSZIVQCKX-BWKNWUBXSA-N,5.529883646849
CHEMBL102497,P97266,DZIVFTSZIVQCKX-BWKNWUBXSA-N,5.56976364658849
CHEMBL102533,P34978,QXOWCKXRNBDYFR-UHFFFAOYSA-N,10.1301817920207
CHEMBL102692,P34978,RMGXUWDQFIYRBZ-UHFFFAOYSA-N,6.85999504938055
CHEMBL10294,P15823,PZLLNHDWHVMRDQ-UHFFFAOYSA-N,6.69999179744619
CHEMBL10294,P19328,PZLLNHDWHVMRDQ-UHFFFAOYSA-N,8.44009337496389
CHEMBL10294,P22086,PZLLNHDWHVMRDQ-UHFFFAOYSA-N,8.44009337496389
CHEMBL10294,P22909,PZLLNHDWHVMRDQ-UHFFFAOYSA-N,8.44009337496389
CHEMBL10294,P23944,PZLLNHDWHVMRDQ-UHFFFAOYSA-N,6.69999179744619
CHEMBL10294,P43140,PZLLNHDWHVMRDQ-UHFFFAOYSA-N,6.69999179744619
CHEMBL103,P04278,RJKFOVLPORLFTN-LEKSSAKUSA-N,6.9399824574684
CHEMBL103,P06211,RJKFOVLPORLFTN-LEKSSAKUSA-N,8.4089353929735
CHEMBL103,P08235,RJKFOVLPORLFTN-LEKSSAKUSA-N,9.4089353929735
CHEMBL103,Q62986,RJKFOVLPORLFTN-LEKSSAKUSA-N,8.4089353929735
CHEMBL103,Q9R0C9,RJKFOVLPORLFTN-LEKSSAKUSA-N,6.62160209905186
CHEMBL10316,P08913,HPMRFMKYPGXPEP-UHFFFAOYSA-N,7.4977550123235
CHEMBL10316,P15823,HPMRFMKYPGXPEP-UHFFFAOYSA-N,6.18374742838931
CHEMBL10316,P18089,HPMRFMKYPGXPEP-UHFFFAOYSA-N,7.4977550123235
CHEMBL10316,P18825,HPMRFMKYPGXPEP-UHFFFAOYSA-N,7.4977550123235
CHEMBL10316,P19328,HPMRFMKYPGXPEP-UHFFFAOYSA-N,7.98247974443762
CHEMBL10316,P22086,HPMRFMKYPGXPEP-UHFFFAOYSA-N,7.98247974443762
CHEMBL10316,P22909,HPMRFMKYPGXPEP-UHFFFAOYSA-N,7.98247974443762
CHEMBL10316,P23944,HPMRFMKYPGXPEP-UHFFFAOYSA-N,6.18374742838931
CHEMBL10316,P25100,HPMRFMKYPGXPEP-UHFFFAOYSA-N,6.85001154350852
CHEMBL10316,P35348,HPMRFMKYPGXPEP-UHFFFAOYSA-N,6.85001154350852
CHEMBL10316,P35368,HPMRFMKYPGXPEP-UHFFFAOYSA-N,6.85001154350852
CHEMBL10316,P43140,HPMRFMKYPGXPEP-UHFFFAOYSA-N,6.18374742838931
CHEMBL10332,P15823,HQGWKNGAKBPTBX-UHFFFAOYSA-N,7.31862306680019
CHEMBL10332,P19328,HQGWKNGAKBPTBX-UHFFFAOYSA-N,9.67571754470231
CHEMBL10332,P22086,HQGWKNGAKBPTBX-UHFFFAOYSA-N,9.67571754470231
CHEMBL10332,P22909,HQGWKNGAKBPTBX-UHFFFAOYSA-N,9.67571754470231
CHEMBL10332,P23944,HQGWKNGAKBPTBX-UHFFFAOYSA-N,7.31862306680019
CHEMBL10332,P43140,HQGWKNGAKBPTBX-UHFFFAOYSA-N,7.31862306680019
CHEMBL103331,P08909,MJIBJXKJBRLSQA-UHFFFAOYSA-N,5.38000039949954
CHEMBL103331,P14842,MJIBJXKJBRLSQA-UHFFFAOYSA-N,5.38000039949954
CHEMBL103331,P19327,MJIBJXKJBRLSQA-UHFFFAOYSA-N,5.38000039949954
CHEMBL103331,P28564,MJIBJXKJBRLSQA-UHFFFAOYSA-N,5.38000039949954
CHEMBL103331,P28565,MJIBJXKJBRLSQA-UHFFFAOYSA-N,5.38000039949954
CHEMBL103331,P30940,MJIBJXKJBRLSQA-UHFFFAOYSA-N,5.38000039949954
CHEMBL103331,P30994,MJIBJXKJBRLSQA-UHFFFAOYSA-N,5.38000039949954
CHEMBL103331,P31388,MJIBJXKJBRLSQA-UHFFFAOYSA-N,5.38000039949954
CHEMBL103331,P32305,MJIBJXKJBRLSQA-UHFFFAOYSA-N,5.38000039949954
CHEMBL103331,P35364,MJIBJXKJBRLSQA-UHFFFAOYSA-N,5.38000039949954
CHEMBL103331,P35365,MJIBJXKJBRLSQA-UHFFFAOYSA-N,5.38000039949954
CHEMBL103331,P35563,MJIBJXKJBRLSQA-UHFFFAOYSA-N,5.38000039949954
CHEMBL103331,Q62758,MJIBJXKJBRLSQA-UHFFFAOYSA-N,5.38000039949954
CHEMBL103331,Q9JJ16,MJIBJXKJBRLSQA-UHFFFAOYSA-N,5.38000039949954
CHEMBL103436,P08909,AZSJYUNXTSRXEI-UHFFFAOYSA-N,6.49999693194831
CHEMBL103436,P14842,AZSJYUNXTSRXEI-UHFFFAOYSA-N,6.49999693194831
CHEMBL103436,P19327,AZSJYUNXTSRXEI-UHFFFAOYSA-N,6.49999693194831
CHEMBL103436,P28564,AZSJYUNXTSRXEI-UHFFFAOYSA-N,6.49999693194831
CHEMBL103436,P28565,AZSJYUNXTSRXEI-UHFFFAOYSA-N,6.49999693194831
CHEMBL103436,P30940,AZSJYUNXTSRXEI-UHFFFAOYSA-N,6.49999693194831
CHEMBL103436,P30994,AZSJYUNXTSRXEI-UHFFFAOYSA-N,6.49999693194831
CHEMBL103436,P31388,AZSJYUNXTSRXEI-UHFFFAOYSA-N,6.49999693194831
CHEMBL103436,P32305,AZSJYUNXTSRXEI-UHFFFAOYSA-N,6.49999693194831
CHEMBL103436,P35364,AZSJYUNXTSRXEI-UHFFFAOYSA-N,6.49999693194831
CHEMBL103436,P35365,AZSJYUNXTSRXEI-UHFFFAOYSA-N,6.49999693194831
CHEMBL103436,P35563,AZSJYUNXTSRXEI-UHFFFAOYSA-N,6.49999693194831
CHEMBL103436,Q62758,AZSJYUNXTSRXEI-UHFFFAOYSA-N,6.49999693194831
CHEMBL103436,Q9JJ16,AZSJYUNXTSRXEI-UHFFFAOYSA-N,6.49999693194831
CHEMBL10347,P08908,BLGXFZZNTVWLAY-DIRVCLHFSA-N,7.4000078224159
CHEMBL10347,P15823,BLGXFZZNTVWLAY-DIRVCLHFSA-N,5.59675890588969
CHEMBL10347,P19328,BLGXFZZNTVWLAY-DIRVCLHFSA-N,7.50758886268632
CHEMBL10347,P22086,BLGXFZZNTVWLAY-DIRVCLHFSA-N,7.50758886268632
CHEMBL10347,P22909,BLGXFZZNTVWLAY-DIRVCLHFSA-N,7.50758886268632
CHEMBL10347,P23944,BLGXFZZNTVWLAY-DIRVCLHFSA-N,5.59675890588969
CHEMBL10347,P25100,BLGXFZZNTVWLAY-DIRVCLHFSA-N,5.88999984886689
CHEMBL10347,P29276,BLGXFZZNTVWLAY-DIRVCLHFSA-N,7.26240983371428
CHEMBL10347,P35348,BLGXFZZNTVWLAY-DIRVCLHFSA-N,5.88999984886689
CHEMBL10347,P35368,BLGXFZZNTVWLAY-DIRVCLHFSA-N,5.88999984886689
CHEMBL10347,P43140,BLGXFZZNTVWLAY-DIRVCLHFSA-N,5.59675890588969
CHEMBL103580,P34978,AOOOAFRVIKPTRE-UHFFFAOYSA-N,7.21997087266266
CHEMBL103667,O14578,MVCOAUNKQVWQHZ-UHFFFAOYSA-N,5.67778070526608
CHEMBL103667,O15146,MVCOAUNKQVWQHZ-UHFFFAOYSA-N,5.72124639904717
CHEMBL103667,O15264,MVCOAUNKQVWQHZ-UHFFFAOYSA-N,7.40839564435352
CHEMBL103667,O43318,MVCOAUNKQVWQHZ-UHFFFAOYSA-N,6.82390874094432
CHEMBL103667,O43353,MVCOAUNKQVWQHZ-UHFFFAOYSA-N,5.23657200643706
CHEMBL103667,O94804,MVCOAUNKQVWQHZ-UHFFFAOYSA-N,7.98436086569283
CHEMBL103667,O95819,MVCOAUNKQVWQHZ-UHFFFAOYSA-N,7.04575749056068
CHEMBL103667,P00519,MVCOAUNKQVWQHZ-UHFFFAOYSA-N,5.5543785013925
CHEMBL103667,P00533,MVCOAUNKQVWQHZ-UHFFFAOYSA-N,5.18486518336319
CHEMBL103667,P04629,MVCOAUNKQVWQHZ-UHFFFAOYSA-N,6.03464148565521
CHEMBL103667,P06239,MVCOAUNKQVWQHZ-UHFFFAOYSA-N,5.93305321036939
CHEMBL103667,P07333,MVCOAUNKQVWQHZ-UHFFFAOYSA-N,5.09151498112135
CHEMBL103667,P07947,MVCOAUNKQVWQHZ-UHFFFAOYSA-N,5.30980391997149
CHEMBL103667,P07948,MVCOAUNKQVWQHZ-UHFFFAOYSA-N,5.56863623584101
CHEMBL103667,P07949,MVCOAUNKQVWQHZ-UHFFFAOYSA-N,6.43179827593301
